fullName,teamMarket,playerId,height,mpg,gp,drtgPlayer,ortgPlayer,ws,ows,dws,rapm,orapm,drapm,stl,blk,stlPg,blkPg,conf
Jess Ross,Massachusetts,2334121,75,5.99,21,84.13,87.24,0.33,0.04,0.29,-1.25,-0.16,-1.08,4,5,0.19,0.24,A10
Ayanna Franks,Rhode Island,2348106,69,10.69,33,87.66,95.05,1.13,0.45,0.68,1.17,0.54,0.63,17,10,0.52,0.3,A10
Camila De Pool,Fordham,2335681,67,9.54,16,92.77,74.71,0.08,-0.13,0.21,1.48,0.24,1.24,7,0,0.44,0.0,A10
Karissa Antoine,Fordham,2335683,71,12.22,28,85.02,77.84,0.65,-0.1,0.75,-2.15,-2.81,0.65,15,9,0.54,0.32,A10
Anastasija Veljovic,Fordham,2335680,71,13.67,22,90.57,77.32,0.35,-0.14,0.48,-0.9,-2.6,1.7,15,5,0.68,0.23,A10
Palmire Mbu,Rhode Island,2348107,73,18.53,28,83.58,80.38,1.12,-0.11,1.22,-1.44,-0.6,-0.84,18,33,0.64,1.18,A10
Cyriah Griffin,VCU,2348463,67,15.86,31,91.34,75.01,0.38,-0.37,0.75,-1.79,-2.59,0.8,19,0,0.61,0.0,A10
Albina Syla,Rhode Island,2348108,77,5.49,19,83.98,107.88,0.51,0.27,0.24,0.59,0.42,0.17,2,4,0.11,0.21,A10
Mary-Kate Tshibuabua,Rhode Island,2357465,73,10.37,3,83.89,,,,0.07,0.96,-0.15,1.11,2,0,0.67,0.0,A10
Isabel Whitelaw,VCU,2348467,75,4.03,14,86.14,,,,0.12,-0.09,0.19,-0.28,2,2,0.14,0.14,A10
Lauren Greer,Saint Joseph's,2303284,66,1.47,7,76.43,,,,0.03,,,,1,0,0.14,0.0,A10
Stephanie Gutierrez-Rodriguez,Davidson,2319469,66,1.74,2,98.97,,,,0.0,,,,0,0,0.0,0.0,A10
Eleanor Monyek,Dayton,1908419,72,1.0,6,100.47,,,,0.0,,,,0,0,0.0,0.0,A10
Holly Dolny,Loyola Chicago,2329015,68,3.79,6,97.51,,,,0.02,,,,1,0,0.17,0.0,A10
Jada Green,Richmond,1938320,73,2.84,12,88.43,59.04,-0.0,-0.07,0.06,0.57,0.34,0.23,1,1,0.08,0.08,A10
